MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
11/22/2019 15:24:05,0,3.63,0,FR1_Light_tracking,Poke,Left,1,0,0,nan
11/22/2019 15:24:56,0,3.63,22,FR1_Light_tracking,Pellet,Left,1,0,1,8
11/22/2019 16:00:58,0,3.63,0,FR1_Light_tracking,Poke,Left,2,0,1,nan
11/22/2019 16:01:12,0,3.67,3,FR1_Light_tracking,Pellet,Left,2,0,2,6
11/22/2019 16:02:42,0,3.63,0,FR1_Light_tracking,Poke,Left,2,1,2,nan
11/22/2019 16:15:31,0,3.62,0,FR1_Light_tracking,Poke,Left,3,1,2,nan
11/22/2019 16:23:04,0,3.62,40,FR1_Light_tracking,Pellet,Left,3,1,3,354
11/22/2019 16:36:59,0,3.62,0,FR1_Light_tracking,Poke,Right,4,1,3,nan
11/22/2019 16:36:59,0,3.62,0,FR1_Light_tracking,Poke,Right,4,1,3,nan
11/22/2019 16:37:00,0,3.62,0,FR1_Light_tracking,Poke,Right,5,1,3,nan
11/22/2019 16:37:01,0,3.62,0,FR1_Light_tracking,Poke,Right,5,1,3,nan
11/22/2019 16:37:04,0,3.63,0,FR1_Light_tracking,Poke,Right,5,2,3,nan
11/22/2019 16:49:39,0,3.62,201,FR1_Light_tracking,Pellet,Right,5,2,4,70
11/22/2019 16:55:29,0,3.62,0,FR1_Light_tracking,Poke,Left,5,3,4,nan
11/22/2019 16:55:48,0,3.62,0,FR1_Light_tracking,Poke,Left,6,3,4,nan
11/22/2019 16:56:02,0,3.67,3,FR1_Light_tracking,Pellet,Left,6,3,5,7
11/22/2019 18:07:07,0,3.62,0,FR1_Light_tracking,Poke,Right,7,3,5,nan
11/22/2019 18:07:08,0,3.62,0,FR1_Light_tracking,Poke,Right,7,3,5,nan
11/22/2019 18:07:51,0,3.62,0,FR1_Light_tracking,Poke,Right,7,4,5,nan
11/22/2019 18:17:45,0,3.61,129,FR1_Light_tracking,Pellet,Right,7,4,6,138
11/22/2019 18:26:43,0,3.62,0,FR1_Light_tracking,Poke,Right,8,4,6,nan
11/22/2019 18:26:44,0,3.62,0,FR1_Light_tracking,Poke,Right,8,4,6,nan
11/22/2019 18:27:03,0,3.62,0,FR1_Light_tracking,Poke,Right,8,5,6,nan
11/22/2019 18:27:21,0,3.62,6,FR1_Light_tracking,Pellet,Right,8,5,7,2
11/22/2019 18:34:21,0,3.62,0,FR1_Light_tracking,Poke,Left,8,6,7,nan
11/22/2019 18:34:26,0,3.62,0,FR1_Light_tracking,Poke,Left,9,6,7,nan
11/22/2019 18:34:43,0,3.67,6,FR1_Light_tracking,Pellet,Left,9,6,8,1
11/22/2019 18:40:52,0,3.62,0,FR1_Light_tracking,Poke,Left,10,6,8,nan
11/22/2019 18:41:09,0,3.66,5,FR1_Light_tracking,Pellet,Left,10,6,9,4
11/22/2019 18:48:59,0,3.62,0,FR1_Light_tracking,Poke,Right,11,6,9,nan
11/22/2019 18:49:00,0,3.62,0,FR1_Light_tracking,Poke,Right,11,6,9,nan
11/22/2019 19:02:55,0,3.62,0,FR1_Light_tracking,Poke,Right,12,6,9,nan
11/22/2019 19:02:56,0,3.62,0,FR1_Light_tracking,Poke,Right,12,6,9,nan
11/22/2019 19:10:50,0,3.62,0,FR1_Light_tracking,Poke,Right,13,6,9,nan
11/22/2019 19:10:50,0,3.62,0,FR1_Light_tracking,Poke,Right,13,6,9,nan
11/22/2019 19:10:54,0,3.62,0,FR1_Light_tracking,Poke,Right,13,7,9,nan
11/22/2019 19:11:06,0,3.67,3,FR1_Light_tracking,Pellet,Right,13,7,10,5
11/22/2019 19:23:50,0,3.62,0,FR1_Light_tracking,Poke,Right,14,7,10,nan
11/22/2019 19:23:51,0,3.62,0,FR1_Light_tracking,Poke,Right,14,7,10,nan
11/22/2019 19:24:04,0,3.62,0,FR1_Light_tracking,Poke,Right,14,8,10,nan
11/22/2019 19:45:38,0,3.61,183,FR1_Light_tracking,Pellet,Right,14,8,11,641
11/22/2019 19:46:00,0,3.62,0,FR1_Light_tracking,Poke,Right,15,8,11,nan
11/22/2019 19:46:01,0,3.62,0,FR1_Light_tracking,Poke,Right,15,8,11,nan
11/22/2019 19:46:35,0,3.61,0,FR1_Light_tracking,Poke,Right,16,8,11,nan
11/22/2019 19:46:35,0,3.61,0,FR1_Light_tracking,Poke,Right,16,8,11,nan
11/22/2019 19:46:43,0,3.61,0,FR1_Light_tracking,Poke,Right,16,9,11,nan
11/22/2019 19:46:54,0,3.66,3,FR1_Light_tracking,Pellet,Right,16,9,12,2
11/22/2019 19:54:04,0,3.62,0,FR1_Light_tracking,Poke,Left,17,9,12,nan
11/22/2019 19:54:20,0,3.61,5,FR1_Light_tracking,Pellet,Left,17,9,13,1
11/22/2019 21:10:35,0,3.61,0,FR1_Light_tracking,Poke,Left,18,9,13,nan
11/22/2019 21:11:46,0,3.62,2,FR1_Light_tracking,Pellet,Left,18,9,14,13
11/22/2019 21:15:56,0,3.61,0,FR1_Light_tracking,Poke,Left,19,9,14,nan
11/22/2019 21:16:02,0,3.60,1,FR1_Light_tracking,Pellet,Left,19,9,15,2
11/22/2019 21:18:41,0,3.62,0,FR1_Light_tracking,Poke,Left,20,9,15,nan
11/22/2019 21:18:48,0,3.61,2,FR1_Light_tracking,Pellet,Left,20,9,16,2
11/22/2019 21:20:17,0,3.61,0,FR1_Light_tracking,Poke,Left,21,9,16,nan
11/22/2019 22:03:01,0,3.61,42,FR1_Light_tracking,Pellet,Left,21,9,17,2447
11/22/2019 22:03:15,0,3.61,0,FR1_Light_tracking,Poke,Right,22,9,17,nan
11/22/2019 22:03:16,0,3.61,0,FR1_Light_tracking,Poke,Right,22,9,17,nan
11/22/2019 22:15:06,0,3.61,0,FR1_Light_tracking,Poke,Right,22,10,17,nan
11/22/2019 22:15:19,0,3.65,4,FR1_Light_tracking,Pellet,Right,22,10,18,2
11/22/2019 22:15:35,0,3.61,0,FR1_Light_tracking,Poke,Right,22,11,18,nan
11/22/2019 22:15:47,0,3.65,3,FR1_Light_tracking,Pellet,Right,22,11,19,5
11/22/2019 22:16:04,0,3.62,0,FR1_Light_tracking,Poke,Left,23,11,19,nan
11/22/2019 22:16:16,0,3.61,4,FR1_Light_tracking,Pellet,Left,23,11,20,1
11/22/2019 22:16:39,0,3.62,0,FR1_Light_tracking,Poke,Left,24,11,20,nan
11/22/2019 22:16:50,0,3.65,3,FR1_Light_tracking,Pellet,Left,24,11,21,4
11/22/2019 22:19:07,0,3.61,0,FR1_Light_tracking,Poke,Right,24,12,21,nan
11/22/2019 22:22:10,0,3.60,27,FR1_Light_tracking,Pellet,Right,24,12,22,123
11/22/2019 22:33:23,0,3.61,0,FR1_Light_tracking,Poke,Right,25,12,22,nan
11/22/2019 22:33:23,0,3.61,0,FR1_Light_tracking,Poke,Right,25,12,22,nan
11/22/2019 22:43:37,0,3.61,0,FR1_Light_tracking,Poke,Right,26,12,22,nan
11/22/2019 22:43:37,0,3.61,0,FR1_Light_tracking,Poke,Right,26,12,22,nan
11/22/2019 22:43:38,0,3.62,0,FR1_Light_tracking,Poke,Right,27,12,22,nan
11/22/2019 22:43:39,0,3.62,0,FR1_Light_tracking,Poke,Right,27,12,22,nan
11/22/2019 22:45:51,0,3.61,0,FR1_Light_tracking,Poke,Right,28,12,22,nan
11/22/2019 22:45:51,0,3.61,0,FR1_Light_tracking,Poke,Right,28,12,22,nan
11/22/2019 22:46:01,0,3.61,0,FR1_Light_tracking,Poke,Right,28,13,22,nan
11/22/2019 22:46:17,0,3.65,4,FR1_Light_tracking,Pellet,Right,28,13,23,7
11/23/2019 0:40:52,0,3.60,0,FR1_Light_tracking,Poke,Left,29,13,23,nan
11/23/2019 0:41:34,0,3.60,20,FR1_Light_tracking,Pellet,Left,29,13,24,6
11/23/2019 0:46:52,0,3.60,0,FR1_Light_tracking,Poke,Right,30,13,24,nan
11/23/2019 0:46:53,0,3.60,0,FR1_Light_tracking,Poke,Right,30,13,24,nan
11/23/2019 0:46:55,0,3.61,0,FR1_Light_tracking,Poke,Right,31,13,24,nan
11/23/2019 0:46:55,0,3.61,0,FR1_Light_tracking,Poke,Right,31,13,24,nan
11/23/2019 0:46:58,0,3.60,0,FR1_Light_tracking,Poke,Right,32,13,24,nan
11/23/2019 0:46:58,0,3.60,0,FR1_Light_tracking,Poke,Right,32,13,24,nan
11/23/2019 0:47:03,0,3.60,0,FR1_Light_tracking,Poke,Right,32,14,24,nan
11/23/2019 0:47:22,0,3.65,6,FR1_Light_tracking,Pellet,Right,32,14,25,4
11/23/2019 0:47:33,0,3.61,0,FR1_Light_tracking,Poke,Right,32,15,25,nan
11/23/2019 0:47:46,0,3.65,3,FR1_Light_tracking,Pellet,Right,32,15,26,5
11/23/2019 1:57:24,0,3.60,0,FR1_Light_tracking,Poke,Left,32,16,26,nan
11/23/2019 1:57:28,0,3.61,0,FR1_Light_tracking,Poke,Left,33,16,26,nan
11/23/2019 1:57:41,0,3.64,3,FR1_Light_tracking,Pellet,Left,33,16,27,5
11/23/2019 1:58:26,0,3.60,0,FR1_Light_tracking,Poke,Left,34,16,27,nan
11/23/2019 1:59:54,0,3.60,20,FR1_Light_tracking,Pellet,Left,34,16,28,17
11/23/2019 2:05:00,0,3.60,0,FR1_Light_tracking,Poke,Right,34,17,28,nan
11/23/2019 2:05:18,0,3.60,4,FR1_Light_tracking,Pellet,Right,34,17,29,7
11/23/2019 2:05:29,0,3.60,0,FR1_Light_tracking,Poke,Right,34,18,29,nan
11/23/2019 2:05:44,0,3.65,3,FR1_Light_tracking,Pellet,Right,34,18,30,7
11/23/2019 2:28:33,0,3.60,0,FR1_Light_tracking,Poke,Left,35,18,30,nan
11/23/2019 2:28:43,0,3.60,2,FR1_Light_tracking,Pellet,Left,35,18,31,3
11/23/2019 2:54:01,0,3.60,0,FR1_Light_tracking,Poke,Left,35,19,31,nan
11/23/2019 2:54:10,0,3.60,0,FR1_Light_tracking,Poke,Left,36,19,31,nan
11/23/2019 2:54:20,0,3.60,2,FR1_Light_tracking,Pellet,Left,36,19,32,4
11/23/2019 2:54:49,0,3.60,0,FR1_Light_tracking,Poke,Right,36,20,32,nan
11/23/2019 2:55:02,0,3.60,3,FR1_Light_tracking,Pellet,Right,36,20,33,4
11/23/2019 3:02:42,0,3.61,0,FR1_Light_tracking,Poke,Left,37,20,33,nan
11/23/2019 3:02:56,0,3.64,4,FR1_Light_tracking,Pellet,Left,37,20,34,6
11/23/2019 3:50:56,0,3.60,0,FR1_Light_tracking,Poke,Right,38,20,34,nan
11/23/2019 3:50:57,0,3.60,0,FR1_Light_tracking,Poke,Right,38,20,34,nan
11/23/2019 3:51:03,0,3.60,0,FR1_Light_tracking,Poke,Right,39,20,34,nan
11/23/2019 3:51:03,0,3.60,0,FR1_Light_tracking,Poke,Right,39,20,34,nan
11/23/2019 3:51:08,0,3.60,0,FR1_Light_tracking,Poke,Right,39,21,34,nan
11/23/2019 3:51:20,0,3.64,3,FR1_Light_tracking,Pellet,Right,39,21,35,5
11/23/2019 3:51:38,0,3.60,0,FR1_Light_tracking,Poke,Right,39,22,35,nan
11/23/2019 3:51:51,0,3.64,3,FR1_Light_tracking,Pellet,Right,39,22,36,6
11/23/2019 3:52:05,0,3.60,0,FR1_Light_tracking,Poke,Left,39,23,36,nan
11/23/2019 3:52:24,0,3.60,0,FR1_Light_tracking,Poke,Left,40,23,36,nan
11/23/2019 3:52:44,0,3.64,5,FR1_Light_tracking,Pellet,Left,40,23,37,6
11/23/2019 3:53:01,0,3.60,0,FR1_Light_tracking,Poke,Right,40,24,37,nan
11/23/2019 3:53:16,0,3.64,5,FR1_Light_tracking,Pellet,Right,40,24,38,2
11/23/2019 3:53:32,0,3.60,0,FR1_Light_tracking,Poke,Left,41,24,38,nan
11/23/2019 3:53:49,0,3.64,4,FR1_Light_tracking,Pellet,Left,41,24,39,8
