MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
11/13/2019 15:54,0,3.76,0,1,Poke,Left,1,0,0,nan
11/13/2019 15:54,0,3.76,1,1,Pellet,Left,1,0,1,5
11/13/2019 16:02,0,3.76,0,1,Poke,Left,2,0,1,nan
11/13/2019 16:58,0,3.75,2,1,Pellet,Left,2,0,2,291
11/13/2019 17:00,0,3.75,0,1,Poke,Left,2,1,2,nan
11/13/2019 17:03,0,3.75,0,1,Poke,Left,3,1,2,nan
11/13/2019 21:18,0,3.71,840,1,Pellet,Left,3,1,3,648
11/13/2019 23:44,0,3.69,0,1,Poke,Left,4,1,3,nan
11/14/2019 1:42,0,3.69,1,1,,Left,4,1,4,nan
11/14/2019 10:03,0,3.65,0,1,Poke,Left,5,2,4,nan
11/14/2019 10:16,0,3.65,1,1,Pellet,Left,5,2,5,122
11/14/2019 10:22,0,3.65,0,1,Poke,Left,6,2,5,nan
11/14/2019 10:23,0,3.65,40,1,Pellet,Left,6,2,6,5
11/14/2019 10:24,0,3.65,0,1,Poke,Left,7,2,6,nan
11/14/2019 10:28,0,3.65,1,1,Pellet,Left,7,2,7,264
11/14/2019 12:38,0,3.64,0,1,Poke,Left,7,3,7,nan
11/14/2019 12:56,0,3.64,0,1,Poke,Left,8,3,7,nan
11/14/2019 12:58,0,3.64,24,1,Pellet,Left,8,3,8,81
11/14/2019 13:08,0,3.64,0,1,Poke,Left,8,4,8,nan
11/14/2019 13:08,0,3.64,0,1,Poke,Left,8,5,8,nan
11/14/2019 13:09,0,3.64,0,1,Poke,Left,9,5,8,nan
11/14/2019 14:49,0,3.64,1,1,Pellet,Left,9,5,9,147
11/14/2019 16:58,0,3.63,0,1,Poke,Left,9,6,9,nan
11/14/2019 17:01,0,3.63,0,1,Poke,Left,10,6,9,nan
11/14/2019 17:08,0,3.62,1,1,Pellet,Left,10,6,10,13
11/14/2019 17:32,0,3.63,0,1,Poke,Left,11,6,10,nan
11/14/2019 17:36,0,3.63,1,1,Pellet,Left,11,6,11,230
11/14/2019 17:41,0,3.62,0,1,Poke,Left,12,6,11,nan
11/14/2019 17:42,0,3.62,1,1,Pellet,Left,12,6,12,64
11/15/2019 0:40,0,3.6,0,1,Poke,Left,12,7,12,nan
11/15/2019 0:42,0,3.6,0,1,Poke,Left,12,8,12,nan
11/15/2019 0:43,0,3.6,0,1,Poke,Left,13,8,12,nan
11/15/2019 0:44,0,3.6,1,1,Pellet,Left,13,8,13,6
11/15/2019 0:44,0,3.6,0,1,Poke,Left,13,9,13,nan
11/15/2019 0:44,0,3.61,0,1,Poke,Left,13,10,13,nan
11/15/2019 0:45,0,3.6,0,1,Poke,Left,14,10,13,nan
11/15/2019 0:47,0,3.6,2,1,Pellet,Left,14,10,14,105
11/15/2019 0:48,0,3.6,0,1,Poke,Left,15,10,14,nan
11/15/2019 0:49,0,3.6,6,1,Pellet,Left,15,10,15,7
11/15/2019 0:51,0,3.6,0,1,Poke,Left,15,11,15,nan
11/15/2019 0:51,0,3.6,0,1,Poke,Left,15,12,15,nan
11/15/2019 0:51,0,3.6,0,1,Poke,Left,15,13,15,nan
11/15/2019 0:51,0,3.6,0,1,Poke,Left,15,14,15,nan
11/15/2019 0:51,0,3.6,0,1,Poke,Left,16,14,15,nan
11/15/2019 0:52,0,3.63,2,1,Pellet,Left,16,14,16,15
11/15/2019 0:55,0,3.6,0,1,Poke,Left,16,15,16,nan
11/15/2019 0:55,0,3.6,0,1,Poke,Left,17,15,16,nan
11/15/2019 0:55,0,3.6,1,1,Pellet,Left,17,15,17,3
11/15/2019 0:57,0,3.6,0,1,Poke,Left,18,15,17,nan
11/15/2019 0:57,0,3.6,1,1,Pellet,Left,18,15,18,16
11/15/2019 0:58,0,3.6,0,1,Poke,Left,18,16,18,nan
11/15/2019 1:00,0,3.6,0,1,Poke,Left,18,17,18,nan
11/15/2019 1:01,0,3.6,0,1,Poke,Left,19,17,18,nan
11/15/2019 1:01,0,3.6,1,1,Pellet,Left,19,17,19,4
11/15/2019 1:02,0,3.6,0,1,Poke,Left,19,18,19,nan
11/15/2019 1:02,0,3.6,0,1,Poke,Left,20,18,19,nan
11/15/2019 1:02,0,3.6,1,1,Pellet,Left,20,18,20,1
11/15/2019 1:03,0,3.6,0,1,Poke,Left,21,18,20,nan
11/15/2019 1:03,0,3.6,1,1,Pellet,Left,21,18,21,15
11/15/2019 1:04,0,3.6,0,1,Poke,Left,21,19,21,nan
11/15/2019 1:05,0,3.6,0,1,Poke,Left,22,19,21,nan
11/15/2019 1:05,0,3.6,2,1,Pellet,Left,22,19,22,7
11/15/2019 1:06,0,3.6,0,1,Poke,Left,23,19,22,nan
11/15/2019 1:06,0,3.6,3,1,Pellet,Left,23,19,23,36
11/15/2019 1:08,0,3.6,0,1,Poke,Left,24,19,23,nan
11/15/2019 1:08,0,3.6,1,1,Pellet,Left,24,19,24,1
11/15/2019 1:37,0,3.6,0,1,Poke,Left,25,19,24,nan
11/15/2019 2:14,0,3.6,1,1,Pellet,Left,25,19,25,2215
11/15/2019 2:20,0,3.6,0,1,Poke,Left,26,19,25,nan
11/15/2019 2:20,0,3.6,1,1,Pellet,Left,26,19,26,2
11/15/2019 2:22,0,3.59,0,1,Poke,Left,27,19,26,nan
11/15/2019 2:22,0,3.6,1,1,Pellet,Left,27,19,27,31
11/15/2019 2:25,0,3.6,0,1,Poke,Left,28,19,27,nan
11/15/2019 2:25,0,3.6,1,1,Pellet,Left,28,19,28,1
11/15/2019 2:26,0,3.6,0,1,Poke,Left,29,19,28,nan
11/15/2019 2:27,0,3.6,3,1,Pellet,Left,29,19,29,2
11/15/2019 2:36,0,3.59,0,1,Poke,Left,30,19,29,nan
11/15/2019 2:36,0,3.59,1,1,Pellet,Left,30,19,30,2
11/15/2019 2:53,0,3.6,0,1,Poke,Left,31,19,30,nan
11/15/2019 2:53,0,3.6,1,1,Pellet,Left,31,19,31,23
11/15/2019 4:12,0,3.59,0,1,Poke,Left,32,19,31,nan
11/15/2019 4:12,0,3.59,1,1,Pellet,Left,32,19,32,3
11/15/2019 4:14,0,3.59,0,1,Poke,Left,33,19,32,nan
11/15/2019 4:14,0,3.59,2,1,Pellet,Left,33,19,33,5
11/15/2019 4:15,0,3.59,0,1,Poke,Left,34,19,33,nan
11/15/2019 4:15,0,3.58,1,1,Pellet,Left,34,19,34,4
11/15/2019 4:28,0,3.59,0,1,Poke,Left,35,19,34,nan
11/15/2019 4:28,0,3.58,1,1,Pellet,Left,35,19,35,1
11/15/2019 4:41,0,3.59,0,1,Poke,Left,36,19,35,nan
11/15/2019 4:41,0,3.58,1,1,Pellet,Left,36,19,36,6
